client_id,age,gender,state,occupation,income,income_band,join_year,nationality,marital,education
C110129,32,Male,NSW,Technician,106567,Medium,2019,Australian,married,basic.9y
C110130,44,Female,QLD,Admin,109758,Medium,2020,Australian,single,university.degree
C110131,52,Female,VIC,Blue-Collar,89405,Medium,2023,Indian,single,basic.4y
C110132,40,Female,NSW,Blue-Collar,89736,Medium,2024,Australian,married,basic.4y
C110133,43,Male,QLD,Admin,78316,Medium,2023,Australian,single,high.school
C110134,35,Male,VIC,Blue-Collar,64314,Low,2022,Indian,married,high.school
C110135,54,Male,VIC,Housemaid,99740,Medium,2022,New Zealander,married,basic.4y
C110136,35,Female,NSW,Services,78082,Medium,2023,Australian,married,basic.9y
C110137,34,Female,NSW,Services,92016,Medium,2019,New Zealander,married,high.school
C110138,22,Female,VIC,Services,73536,Low,2024,New Zealander,single,basic.4y
C110139,42,Male,NSW,Technician,111977,Medium,2019,Indian,married,professional.course
C110140,33,Female,QLD,Management,110103,Medium,2023,Australian,single,university.degree
C110141,39,Male,VIC,Management,113935,Medium,2024,Australian,married,university.degree
C110142,47,Male,NSW,Blue-Collar,88490,Medium,2020,Australian,married,basic.4y
C110143,56,Male,VIC,Blue-Collar,88496,Medium,2020,Indian,married,basic.4y
C110144,49,Male,SA,Blue-Collar,89143,Medium,2022,Australian,married,basic.4y
C110145,39,Female,WA,Entrepreneur,83895,Medium,2022,Australian,married,high.school
C110146,29,Male,QLD,Services,93193,Medium,2019,Chinese,married,professional.course
C110147,55,Male,QLD,Blue-Collar,124368,Medium,2023,Australian,divorced,basic.4y
C110148,34,Male,QLD,Technician,104386,Medium,2022,Chinese,married,professional.course
C110149,32,Female,NSW,Technician,109403,Medium,2024,Other,married,university.degree
C110150,46,Male,WA,Entrepreneur,95534,Medium,2024,Australian,married,professional.course
C110151,31,Male,NSW,Blue-Collar,91791,Medium,2022,Indian,married,basic.9y
C110152,54,Female,TAS,Technician,131823,Medium,2023,British,married,university.degree
C110153,44,Male,TAS,Management,117408,Medium,2023,Indian,divorced,university.degree
C110154,52,Male,QLD,Blue-Collar,99979,Medium,2021,New Zealander,married,basic.9y
C110155,49,Female,WA,Technician,127360,Medium,2023,Australian,married,professional.course
C110156,35,Male,NSW,Technician,118310,Medium,2024,Australian,divorced,professional.course
C110157,43,Female,NSW,Entrepreneur,97847,Medium,2019,Australian,married,high.school
C110158,59,Female,VIC,Entrepreneur,106675,Medium,2023,Australian,divorced,high.school
C110159,36,Male,NSW,Services,105235,Medium,2019,Other,married,high.school
C110160,39,Male,WA,Services,86200,Medium,2020,Australian,single,high.school
C110161,36,Male,VIC,Self-Employed,95184,Medium,2023,Australian,divorced,university.degree
C110162,44,Female,NSW,Admin,102760,Medium,2024,New Zealander,single,university.degree
C110163,44,Female,NSW,Management,76804,Medium,2023,Australian,married,high.school
C110164,37,Male,VIC,Blue-Collar,87581,Medium,2022,Australian,married,basic.4y
C110165,41,Male,NSW,Blue-Collar,69495,Low,2022,Australian,married,basic.4y
C110166,41,Male,TAS,Management,99992,Medium,2021,Australian,married,university.degree
C110167,52,Male,VIC,Blue-Collar,87841,Medium,2024,Australian,married,basic.4y
C110168,45,Male,QLD,Blue-Collar,88421,Medium,2020,Australian,single,basic.6y
C110169,30,Male,QLD,Technician,94676,Medium,2023,Australian,single,professional.course
C110170,48,Female,VIC,Management,110792,Medium,2024,Australian,married,university.degree
C110171,43,Female,QLD,Blue-Collar,82034,Medium,2022,Chinese,married,basic.4y
C110172,48,Female,VIC,Blue-Collar,85136,Medium,2023,Indian,married,basic.6y
C110173,40,Female,VIC,Blue-Collar,95422,Medium,2022,New Zealander,married,unknown
C110174,29,Female,VIC,Blue-Collar,94328,Medium,2023,Australian,married,high.school
C110175,50,Male,QLD,Admin,83247,Medium,2024,Australian,married,university.degree
C110176,49,Male,QLD,Blue-Collar,85381,Medium,2023,Australian,married,basic.4y
C110177,44,Female,SA,Services,95673,Medium,2020,Australian,married,high.school
C110178,49,Male,SA,Technician,119975,Medium,2021,British,married,professional.course
C110179,38,Female,NSW,Management,85648,Medium,2020,Chinese,single,university.degree
C110180,39,Male,VIC,Admin,82653,Medium,2023,Australian,married,high.school
C110181,43,Female,VIC,Blue-Collar,88522,Medium,2023,Australian,divorced,basic.9y
C110182,30,Male,WA,Entrepreneur,106741,Medium,2019,Australian,married,university.degree
C110183,41,Male,NSW,Admin,90836,Medium,2023,Australian,married,basic.9y
C110184,25,Male,VIC,Admin,62548,Low,2024,Australian,single,high.school
C110185,47,Female,SA,Blue-Collar,80300,Medium,2022,Australian,married,basic.4y
C110186,54,Male,WA,Blue-Collar,127233,Medium,2019,Australian,divorced,unknown
C110187,36,Male,VIC,Services,80091,Medium,2019,Australian,married,high.school
C110188,33,Male,VIC,Entrepreneur,95506,Medium,2024,Australian,married,university.degree
C110189,34,Female,QLD,Technician,102091,Medium,2023,Australian,married,professional.course
C110190,36,Male,VIC,Technician,99271,Medium,2024,Australian,married,professional.course
C110191,57,Male,VIC,Technician,136599,Medium,2020,Chinese,married,basic.4y
C110192,37,Female,SA,Technician,92797,Medium,2022,Australian,single,high.school
C110193,38,Female,NSW,Admin,103697,Medium,2024,Australian,married,university.degree
C110194,41,Male,NSW,Admin,88154,Medium,2020,Australian,married,professional.course
C110195,53,Male,VIC,Blue-Collar,101083,Medium,2024,Australian,married,basic.6y
C110196,39,Male,QLD,Unemployed,104099,Medium,2024,Australian,single,basic.6y
C110197,47,Male,NT,Blue-Collar,79094,Medium,2019,Australian,married,basic.4y
C110198,33,Female,VIC,Blue-Collar,80594,Medium,2021,Australian,married,basic.9y
C110199,34,Male,QLD,Admin,73657,Low,2019,Australian,single,high.school
C110200,32,Male,NSW,Admin,79467,Medium,2024,Australian,single,university.degree
C110201,33,Male,VIC,Technician,117292,Medium,2022,Australian,married,university.degree
C110202,38,Male,WA,Admin,91652,Medium,2024,Australian,married,university.degree
C110203,48,Female,QLD,Blue-Collar,65037,Low,2021,Australian,married,basic.9y
C110204,48,Male,NSW,Blue-Collar,118684,Medium,2024,Indian,married,high.school
C110205,30,Female,NSW,Services,90275,Medium,2020,Australian,married,university.degree
C110206,36,Female,NSW,Admin,93644,Medium,2023,Australian,single,university.degree
C110207,45,Female,NSW,Blue-Collar,107641,Medium,2024,Australian,married,basic.6y
C110208,60,Female,VIC,Admin,115299,Medium,2020,British,married,university.degree
C110209,32,Male,VIC,Self-Employed,98440,Medium,2021,New Zealander,divorced,university.degree
C110210,33,Female,QLD,Admin,79312,Medium,2023,New Zealander,married,university.degree
C110211,35,Female,NSW,Admin,65632,Low,2024,Australian,single,high.school
C110212,48,Male,NSW,Admin,94303,Medium,2019,Australian,married,high.school
C110213,29,Male,VIC,Admin,95004,Medium,2020,Australian,single,university.degree
C110214,46,Male,QLD,Admin,98266,Medium,2019,Indian,married,high.school
C110215,45,Male,NSW,Blue-Collar,78675,Medium,2024,Australian,married,basic.4y
C110216,35,Female,VIC,Unemployed,107993,Medium,2021,Australian,married,university.degree
C110217,30,Female,NSW,Technician,80253,Medium,2024,Indian,single,university.degree
C110218,44,Female,VIC,Blue-Collar,96122,Medium,2022,Australian,married,basic.9y
C110219,32,Female,SA,Unemployed,93137,Medium,2022,Australian,married,basic.9y
C110220,27,Male,QLD,Blue-Collar,99834,Medium,2024,Australian,single,basic.9y
C110221,46,Male,VIC,Admin,101690,Medium,2023,Australian,married,professional.course
C110222,29,Male,NSW,Blue-Collar,70038,Low,2020,Australian,married,high.school
C110223,39,Male,NSW,Management,103341,Medium,2019,British,married,university.degree
C110224,34,Male,VIC,Blue-Collar,78166,Medium,2022,Australian,married,basic.9y
C110225,34,Female,VIC,Blue-Collar,80316,Medium,2024,Australian,married,basic.4y
C110226,39,Male,VIC,Admin,99473,Medium,2023,Australian,married,university.degree
C110227,35,Male,VIC,Entrepreneur,83031,Medium,2024,Australian,married,university.degree
C110228,50,Female,QLD,Blue-Collar,69071,Low,2020,Australian,divorced,basic.4y
C110229,38,Female,NSW,Admin,101455,Medium,2020,British,married,university.degree
C110230,32,Male,QLD,Technician,110097,Medium,2024,Australian,single,high.school
C110231,32,Female,VIC,Technician,101452,Medium,2024,Australian,married,professional.course
C110232,38,Female,WA,Blue-Collar,105760,Medium,2024,Australian,married,professional.course
C110233,49,Male,NSW,Admin,105804,Medium,2023,Australian,married,basic.9y
C110234,38,Male,VIC,Technician,94802,Medium,2021,Australian,married,basic.6y
C110235,28,Female,NSW,Admin,83526,Medium,2019,Australian,single,unknown
C110236,33,Male,NSW,Technician,96694,Medium,2024,Australian,married,high.school
C110237,37,Male,NSW,Technician,119235,Medium,2021,Chinese,single,professional.course
C110238,41,Male,NT,Services,101609,Medium,2023,Australian,divorced,basic.9y
C110239,41,Male,VIC,Admin,99329,Medium,2020,British,divorced,high.school
C110240,40,Male,QLD,Blue-Collar,78149,Medium,2020,Australian,married,basic.6y
C110241,31,Female,NSW,Blue-Collar,80622,Medium,2019,Australian,single,high.school
C110242,41,Female,NSW,Services,97325,Medium,2020,Australian,married,high.school
C110243,34,Female,VIC,Entrepreneur,93184,Medium,2022,Australian,single,professional.course
C110244,48,Female,NSW,Services,118715,Medium,2019,Australian,married,high.school
C110245,52,Male,NSW,Technician,92834,Medium,2021,Chinese,divorced,university.degree
C110246,47,Female,QLD,Blue-Collar,93516,Medium,2024,Australian,married,basic.9y
C110247,50,Male,VIC,Housemaid,114646,Medium,2023,Australian,single,unknown
C110248,40,Male,VIC,Admin,73042,Low,2019,Australian,single,high.school
C110249,38,Female,SA,Admin,95861,Medium,2024,Australian,divorced,high.school
C110250,47,Female,NSW,Services,95156,Medium,2022,British,married,high.school
C110251,34,Female,QLD,Blue-Collar,77816,Medium,2021,British,married,basic.9y
C110252,35,Male,QLD,Entrepreneur,102835,Medium,2024,New Zealander,married,basic.6y
C110253,33,Female,NSW,Blue-Collar,93370,Medium,2021,Australian,single,basic.9y
C110254,37,Female,NSW,Management,109144,Medium,2019,Australian,married,university.degree
C110255,52,Female,NSW,Blue-Collar,94969,Medium,2023,Australian,married,basic.4y
C110256,29,Female,WA,Admin,88674,Medium,2024,Australian,divorced,university.degree
C110257,47,Female,QLD,Entrepreneur,132343,Medium,2019,Australian,married,university.degree
C110258,39,Female,WA,Services,106676,Medium,2023,Australian,divorced,high.school
C110259,52,Male,NSW,Unknown,93405,Medium,2020,Chinese,married,basic.4y
C110260,41,Male,VIC,Blue-Collar,67749,Low,2019,Australian,married,basic.6y
C110261,39,Male,VIC,Blue-Collar,89652,Medium,2023,British,married,basic.6y
C110262,35,Female,WA,Blue-Collar,82280,Medium,2024,Australian,divorced,basic.9y
C110263,49,Male,VIC,Retired,75503,Medium,2019,Australian,married,basic.4y
C110264,32,Female,NSW,Admin,98343,Medium,2023,Australian,divorced,university.degree
C110265,47,Female,VIC,Technician,110022,Medium,2024,Australian,single,professional.course
C110266,28,Female,QLD,Admin,96168,Medium,2022,Other,single,university.degree
C110267,40,Female,WA,Blue-Collar,92501,Medium,2020,British,single,basic.9y
C110268,59,Female,SA,Admin,98351,Medium,2023,Australian,married,high.school
C110269,50,Male,QLD,Technician,123394,Medium,2022,Other,divorced,professional.course
C110270,32,Male,VIC,Blue-Collar,70925,Low,2024,Australian,married,basic.6y
C110271,38,Female,VIC,Admin,82605,Medium,2023,Australian,single,high.school
C110272,34,Male,WA,Management,93313,Medium,2022,Other,married,university.degree
C110273,41,Male,QLD,Blue-Collar,101622,Medium,2024,Other,married,basic.9y
C110274,51,Female,VIC,Blue-Collar,86183,Medium,2023,Chinese,divorced,basic.4y
C110275,31,Female,NSW,Blue-Collar,96019,Medium,2024,Australian,married,basic.9y
C110276,28,Male,NSW,Admin,100702,Medium,2024,Australian,married,high.school
C110277,40,Male,QLD,Technician,98435,Medium,2022,New Zealander,married,professional.course
C110278,50,Female,VIC,Blue-Collar,60648,Low,2024,Australian,single,basic.9y
C110279,56,Male,VIC,Housemaid,108734,Medium,2019,Australian,divorced,basic.4y
C110280,45,Male,NSW,Admin,86146,Medium,2023,Australian,married,basic.9y
C110281,34,Male,NSW,Admin,84506,Medium,2024,Australian,married,university.degree
C110282,34,Male,QLD,Blue-Collar,75035,Medium,2024,Indian,married,basic.9y
C110283,54,Female,QLD,Entrepreneur,109322,Medium,2023,British,married,university.degree
C110284,32,Male,WA,Blue-Collar,95966,Medium,2024,Chinese,married,basic.9y
C110285,36,Female,VIC,Blue-Collar,82219,Medium,2024,Australian,single,basic.6y
C110286,40,Male,NSW,Blue-Collar,120103,Medium,2023,Australian,married,unknown
C110287,25,Female,NSW,Technician,103981,Medium,2023,Other,single,university.degree
C110288,52,Female,NSW,Blue-Collar,111189,Medium,2024,Australian,married,unknown
C110289,44,Male,NSW,Management,103516,Medium,2022,Australian,divorced,university.degree
C110290,52,Female,NSW,Services,125339,Medium,2020,Australian,married,university.degree
C110291,34,Female,NSW,Entrepreneur,107145,Medium,2023,Australian,married,university.degree
C110292,40,Female,NSW,Technician,119262,Medium,2022,Australian,married,professional.course
C110293,31,Female,SA,Blue-Collar,76412,Medium,2023,Australian,married,basic.9y
C110294,45,Male,VIC,Entrepreneur,108752,Medium,2023,Australian,single,university.degree
C110295,46,Male,NSW,Management,95908,Medium,2022,Australian,married,basic.4y
C110296,33,Male,QLD,Blue-Collar,69642,Low,2023,Australian,married,basic.4y
C110297,36,Male,VIC,Technician,93781,Medium,2021,Australian,married,university.degree
C110298,40,Female,NSW,Admin,90325,Medium,2021,British,single,university.degree
C110299,43,Female,NSW,Blue-Collar,86858,Medium,2022,Australian,married,basic.9y
C110300,35,Female,QLD,Student,113296,Medium,2021,Australian,single,university.degree
C110301,32,Female,WA,Services,106208,Medium,2024,Australian,single,high.school
C110302,56,Male,QLD,Blue-Collar,81027,Medium,2023,Other,single,basic.6y
C110303,28,Male,NSW,Blue-Collar,69832,Low,2021,Australian,married,basic.9y
C110304,43,Female,NSW,Admin,87756,Medium,2020,Australian,married,high.school
C110305,38,Male,NSW,Entrepreneur,89237,Medium,2022,British,married,basic.4y
C110306,41,Male,WA,Unemployed,96013,Medium,2024,Australian,divorced,high.school
C110307,53,Male,QLD,Entrepreneur,87293,Medium,2023,Australian,married,basic.4y
C110308,32,Female,WA,Blue-Collar,66956,Low,2020,New Zealander,married,high.school
C110309,30,Female,NSW,Technician,108101,Medium,2020,Australian,married,university.degree
C110310,40,Male,NSW,Blue-Collar,78263,Medium,2021,Indian,married,basic.4y
C110311,47,Female,NSW,Services,110001,Medium,2019,Australian,married,unknown
C110312,52,Female,VIC,Blue-Collar,87286,Medium,2023,Australian,married,basic.4y
C110313,59,Male,QLD,Blue-Collar,109874,Medium,2023,Australian,married,basic.4y
C110314,33,Female,QLD,Admin,81991,Medium,2022,Australian,married,university.degree
C110315,29,Male,NSW,Admin,80550,Medium,2023,Australian,single,university.degree
C110316,56,Male,NSW,Services,116027,Medium,2019,Indian,divorced,basic.4y
C110317,52,Female,QLD,Admin,100609,Medium,2022,Australian,divorced,high.school
C110318,46,Female,QLD,Unknown,105337,Medium,2019,Australian,married,basic.4y
C110319,37,Female,NSW,Admin,102271,Medium,2020,Other,divorced,university.degree
C110320,33,Female,VIC,Blue-Collar,80826,Medium,2021,British,married,basic.9y
C110321,57,Female,VIC,Services,108170,Medium,2024,Australian,divorced,high.school
C110322,60,Female,WA,Management,135279,Medium,2021,Indian,married,unknown
C110323,36,Male,NSW,Admin,110548,Medium,2022,Other,married,university.degree
C110324,34,Female,SA,Blue-Collar,95110,Medium,2023,Australian,married,basic.9y
C110325,38,Male,NSW,Admin,73574,Low,2022,Australian,married,high.school
C110326,31,Male,VIC,Blue-Collar,95209,Medium,2019,Australian,married,basic.9y
C110327,25,Female,SA,Student,82055,Medium,2022,Australian,single,high.school
C110328,42,Male,NSW,Technician,103440,Medium,2020,Australian,married,university.degree
C110329,29,Male,WA,Admin,74618,Low,2021,Australian,single,basic.9y
C110330,41,Female,SA,Blue-Collar,98024,Medium,2022,Australian,married,basic.9y
C110331,44,Female,QLD,Technician,117186,Medium,2023,Australian,divorced,professional.course
C110332,43,Female,NSW,Self-Employed,92685,Medium,2024,Australian,married,basic.9y
C110333,51,Male,NSW,Management,103202,Medium,2024,Australian,married,basic.4y
C110334,29,Female,NSW,Admin,92328,Medium,2022,Australian,single,university.degree
C110335,33,Male,NSW,Self-Employed,94374,Medium,2020,Australian,single,university.degree
C110336,34,Female,QLD,Entrepreneur,85304,Medium,2024,Other,single,professional.course
C110337,53,Male,NSW,Admin,115973,Medium,2022,Indian,married,university.degree
C110338,41,Male,NSW,Unknown,116560,Medium,2024,Australian,single,unknown
C110339,52,Male,SA,Blue-Collar,73894,Low,2023,Australian,married,basic.4y
C110340,44,Female,QLD,Management,104366,Medium,2022,New Zealander,divorced,basic.9y
C110341,38,Female,SA,Technician,99837,Medium,2022,New Zealander,married,professional.course
C110342,26,Male,NSW,Technician,114505,Medium,2020,Australian,married,professional.course
C110343,30,Female,WA,Blue-Collar,65364,Low,2024,Indian,married,high.school
C110344,41,Female,VIC,Technician,105981,Medium,2024,British,married,professional.course
C110345,40,Male,WA,Blue-Collar,78800,Medium,2019,Australian,single,basic.9y
C110346,57,Male,VIC,Technician,99545,Medium,2023,Australian,married,basic.9y
C110347,35,Male,TAS,Admin,89909,Medium,2021,Australian,single,university.degree
C110348,41,Male,WA,Technician,132897,Medium,2024,Australian,single,university.degree
C110349,53,Male,QLD,Unknown,115470,Medium,2022,Australian,married,high.school
C110350,40,Male,WA,Housemaid,73100,Low,2024,British,married,basic.4y
C110351,26,Male,VIC,Admin,55656,Low,2021,Indian,married,high.school
C110352,45,Female,QLD,Blue-Collar,70794,Low,2019,Australian,married,basic.9y
C110353,31,Female,NSW,Entrepreneur,74312,Low,2023,Indian,single,basic.9y
C110354,32,Female,VIC,Admin,85596,Medium,2023,Chinese,single,university.degree
C110355,29,Female,VIC,Blue-Collar,78661,Medium,2022,Australian,single,high.school
C110356,28,Female,QLD,Blue-Collar,46234,Low,2022,Indian,married,basic.6y
C110357,27,Female,NSW,Blue-Collar,75050,Medium,2024,Australian,single,basic.9y
C110358,32,Male,NSW,Blue-Collar,92733,Medium,2023,Australian,married,basic.9y
C110359,52,Male,VIC,Blue-Collar,109874,Medium,2023,Australian,married,basic.4y
C110360,46,Female,VIC,Admin,71867,Low,2023,British,single,high.school
C110361,37,Female,SA,Entrepreneur,90233,Medium,2021,Australian,single,university.degree
C110362,36,Female,NSW,Management,91149,Medium,2024,Indian,married,university.degree
C110363,28,Female,WA,Student,90649,Medium,2023,Indian,single,high.school
C110364,52,Male,VIC,Blue-Collar,82763,Medium,2023,British,married,basic.9y
C110365,30,Female,VIC,Technician,118987,Medium,2022,Australian,divorced,professional.course
C110366,29,Male,VIC,Technician,101972,Medium,2021,British,single,university.degree
C110367,55,Male,QLD,Housemaid,111372,Medium,2020,British,married,professional.course
C110368,45,Female,QLD,Blue-Collar,110563,Medium,2023,Australian,divorced,basic.9y
C110369,24,Male,QLD,Unemployed,98207,Medium,2023,Indian,married,university.degree
C110370,43,Female,VIC,Technician,107654,Medium,2020,Other,single,high.school
C110371,46,Female,NSW,Technician,96390,Medium,2024,Australian,married,high.school
C110372,24,Female,QLD,Services,67854,Low,2021,Australian,married,high.school
C110373,38,Male,SA,Blue-Collar,78176,Medium,2022,Australian,single,basic.9y
C110374,56,Female,NSW,Services,137744,Medium,2023,New Zealander,divorced,high.school
C110375,41,Male,NSW,Blue-Collar,92146,Medium,2019,Australian,divorced,basic.6y
C110376,35,Male,WA,Admin,95544,Medium,2021,Australian,married,professional.course
C110377,45,Female,QLD,Management,100834,Medium,2019,Australian,married,unknown
C110378,26,Male,VIC,Admin,88535,Medium,2023,Australian,divorced,high.school
C110379,53,Male,VIC,Blue-Collar,74958,Low,2021,Australian,divorced,basic.4y
C110380,53,Male,WA,Blue-Collar,72445,Low,2023,Australian,divorced,basic.4y
C110381,37,Female,SA,Admin,80243,Medium,2020,Australian,married,high.school
C110382,52,Female,VIC,Entrepreneur,136054,Medium,2024,Australian,married,university.degree
C110383,35,Female,VIC,Blue-Collar,105725,Medium,2020,Australian,divorced,basic.9y
C110384,48,Female,TAS,Blue-Collar,81585,Medium,2024,Australian,married,basic.4y
C110385,41,Female,NSW,Blue-Collar,79960,Medium,2023,Chinese,divorced,basic.9y
C110386,36,Female,VIC,Admin,76916,Medium,2022,New Zealander,single,university.degree
C110387,44,Male,VIC,Unknown,103536,Medium,2024,Australian,single,basic.9y
C110388,31,Female,NT,Blue-Collar,84994,Medium,2020,Australian,divorced,high.school
C110389,26,Male,NSW,Blue-Collar,77775,Medium,2024,Indian,single,basic.4y
C110390,34,Female,NSW,Technician,113128,Medium,2019,Australian,married,professional.course
C110391,45,Female,QLD,Admin,91381,Medium,2022,Australian,married,high.school
C110392,39,Female,NSW,Admin,95322,Medium,2022,Australian,single,high.school
C110393,51,Male,QLD,Blue-Collar,88142,Medium,2021,New Zealander,married,basic.9y
C110394,50,Male,NSW,Blue-Collar,95145,Medium,2023,Indian,divorced,basic.4y
C110395,40,Female,WA,Blue-Collar,81113,Medium,2023,Australian,married,basic.9y
C110396,43,Male,WA,Blue-Collar,91764,Medium,2021,Australian,married,basic.6y
C110397,29,Male,QLD,Admin,95192,Medium,2024,Australian,single,university.degree
C110398,42,Female,NSW,Blue-Collar,89726,Medium,2023,Indian,married,basic.9y
C110399,30,Female,WA,Technician,111834,Medium,2023,Australian,single,university.degree
C110400,40,Male,NSW,Entrepreneur,73055,Low,2021,Australian,married,high.school
C110401,34,Female,NSW,Services,80021,Medium,2019,Indian,married,high.school
C110402,39,Male,VIC,Management,100709,Medium,2024,Australian,married,university.degree
C110403,60,Male,NSW,Management,104481,Medium,2024,Australian,divorced,university.degree
C110404,30,Female,NSW,Services,98518,Medium,2024,Indian,single,unknown
C110405,35,Male,WA,Services,89154,Medium,2024,Australian,single,high.school
C110406,34,Female,NSW,Technician,117916,Medium,2023,Australian,divorced,professional.course
C110407,35,Female,VIC,Admin,97460,Medium,2020,New Zealander,divorced,university.degree
C110408,52,Female,WA,Entrepreneur,103953,Medium,2021,New Zealander,married,basic.4y
C110409,60,Male,WA,Retired,105620,Medium,2023,Australian,married,basic.4y
C110410,25,Female,WA,Self-Employed,88022,Medium,2022,Australian,single,university.degree
C110411,35,Male,NSW,Admin,86855,Medium,2024,British,single,high.school
C110412,40,Female,WA,Services,106653,Medium,2020,Australian,single,high.school
C110413,35,Male,VIC,Admin,99571,Medium,2019,Australian,divorced,high.school
C110414,58,Male,VIC,Unemployed,104712,Medium,2023,British,single,basic.4y
C110415,37,Female,VIC,Technician,70980,Low,2022,Australian,married,basic.6y
C110416,42,Male,QLD,Blue-Collar,64786,Low,2021,Australian,married,basic.6y
C110417,32,Female,VIC,Services,87183,Medium,2022,Other,married,high.school
C110418,31,Female,NSW,Blue-Collar,54995,Low,2023,Australian,single,high.school
C110419,30,Female,QLD,Technician,120341,Medium,2023,Australian,married,professional.course
C110420,47,Female,NSW,Unknown,129813,Medium,2022,Australian,married,unknown
C110421,34,Male,NSW,Admin,87272,Medium,2019,British,married,university.degree
C110422,29,Male,VIC,Admin,77334,Medium,2021,Australian,married,university.degree
C110423,28,Male,WA,Services,114037,Medium,2020,Australian,married,unknown
C110424,50,Male,NSW,Services,93036,Medium,2019,Australian,single,high.school
C110425,25,Male,VIC,Unemployed,76531,Medium,2022,Australian,single,high.school
C110426,35,Male,VIC,Technician,97359,Medium,2023,Australian,married,university.degree
C110427,34,Female,WA,Blue-Collar,83469,Medium,2023,Australian,married,basic.9y
C110428,24,Female,NSW,Blue-Collar,81050,Medium,2022,Australian,married,basic.9y
C110429,52,Male,WA,Retired,109512,Medium,2022,British,divorced,basic.4y
C110430,59,Female,NSW,Retired,113690,Medium,2022,Australian,married,basic.4y
C110431,26,Female,NSW,Blue-Collar,75309,Medium,2022,Australian,married,basic.9y
C110432,55,Male,NT,Blue-Collar,105196,Medium,2022,New Zealander,married,basic.4y
C110433,31,Male,NT,Blue-Collar,71498,Low,2024,Australian,married,basic.9y
C110434,37,Male,NSW,Technician,75900,Medium,2019,Australian,single,high.school
C110435,36,Female,NSW,Management,93346,Medium,2023,Australian,single,university.degree
C110436,54,Female,QLD,Technician,113025,Medium,2022,New Zealander,married,university.degree
C110437,24,Male,QLD,Services,76716,Medium,2022,Australian,single,high.school
C110438,53,Female,VIC,Technician,106838,Medium,2021,Chinese,married,professional.course
C110439,28,Female,VIC,Admin,84267,Medium,2024,Australian,married,university.degree
C110440,32,Female,NSW,Technician,107940,Medium,2022,Australian,married,professional.course
C110441,57,Female,QLD,Services,132933,Medium,2024,Australian,divorced,high.school
C110442,48,Male,QLD,Technician,86396,Medium,2022,Australian,married,high.school
C110443,34,Male,VIC,Admin,79447,Medium,2019,Australian,married,university.degree
C110444,48,Male,VIC,Unemployed,88303,Medium,2023,Australian,divorced,basic.4y
C110445,39,Female,VIC,Services,106239,Medium,2022,Australian,single,high.school
C110446,33,Male,VIC,Admin,81091,Medium,2024,Australian,married,high.school
C110447,37,Male,VIC,Technician,99561,Medium,2024,Australian,single,university.degree
C110448,32,Male,NSW,Blue-Collar,92501,Medium,2023,Australian,married,high.school
C110449,42,Male,QLD,Admin,102677,Medium,2020,Australian,single,high.school
C110450,34,Male,QLD,Blue-Collar,78375,Medium,2021,Australian,married,basic.6y
C110451,35,Female,VIC,Admin,75455,Medium,2021,Australian,married,high.school
C110452,47,Male,NSW,Blue-Collar,96393,Medium,2024,Other,married,basic.9y
C110453,42,Female,NSW,Housemaid,106001,Medium,2023,New Zealander,married,unknown
C110454,57,Male,NSW,Management,116358,Medium,2022,Australian,married,university.degree
C110455,44,Female,NSW,Blue-Collar,77451,Medium,2022,Indian,married,basic.4y
C110456,47,Female,VIC,Blue-Collar,97250,Medium,2023,Australian,married,basic.4y
C110457,49,Male,NSW,Management,104949,Medium,2023,Other,married,high.school
C110458,30,Female,VIC,Blue-Collar,91128,Medium,2024,Australian,married,basic.9y
C110459,41,Male,VIC,Blue-Collar,104086,Medium,2021,Chinese,married,basic.9y
C110460,32,Male,NSW,Blue-Collar,85908,Medium,2021,Australian,divorced,basic.9y
C110461,39,Male,VIC,Entrepreneur,84972,Medium,2020,Chinese,married,high.school
C110462,36,Female,NSW,Blue-Collar,110284,Medium,2021,Australian,single,university.degree
C110463,30,Male,NSW,Technician,104388,Medium,2019,Australian,divorced,professional.course
C110464,40,Male,NSW,Blue-Collar,118440,Medium,2020,Indian,married,basic.9y
C110465,38,Male,SA,Blue-Collar,85721,Medium,2019,Australian,single,basic.6y
C110466,51,Male,QLD,Admin,107222,Medium,2024,Australian,married,high.school
C110467,55,Male,NSW,Management,121035,Medium,2022,Australian,married,university.degree
C110468,36,Female,VIC,Admin,95411,Medium,2020,Australian,married,university.degree
C110469,54,Male,QLD,Technician,109095,Medium,2022,Australian,married,high.school
C110470,32,Male,VIC,Student,106331,Medium,2022,Australian,single,university.degree
C110471,29,Female,VIC,Blue-Collar,87604,Medium,2019,Australian,single,high.school
C110472,52,Female,QLD,Entrepreneur,105453,Medium,2023,Australian,divorced,basic.4y
C110473,55,Female,SA,Admin,116456,Medium,2022,Australian,divorced,university.degree
C110474,41,Male,VIC,Technician,106095,Medium,2020,British,married,university.degree
C110475,39,Male,NSW,Technician,102528,Medium,2020,Australian,married,professional.course
C110476,36,Female,NSW,Blue-Collar,64425,Low,2019,Chinese,single,basic.6y
C110477,44,Male,QLD,Services,121235,Medium,2022,Chinese,divorced,high.school
C110478,37,Female,VIC,Admin,80456,Medium,2024,Other,married,high.school
C110479,36,Male,SA,Technician,115509,Medium,2019,Chinese,married,professional.course
C110480,34,Male,VIC,Services,96119,Medium,2023,Australian,married,high.school
